         sim	       state	        soln	      dist_x	        time	        step	          pH	          pe	          mu	    la_UO2+2	   la_UO2CO3	
         119	      i_soln	         117	         -99	         -99	         -99	       5.123	           4	   0.0442233	 -6.4412e+00	 -1.0000e+03	
         119	       react	         117	         -99	           0	           1	       5.123	     14.4315	   0.0506755	 -6.4557e+00	 -8.5875e+00	
         120	      i_soln	         118	         -99	         -99	         -99	        5.34	           4	   0.0497663	 -6.6110e+00	 -1.0000e+03	
         120	       react	         118	         -99	           0	           1	        5.34	     14.1705	   0.0562187	 -6.6243e+00	 -8.3188e+00	
         121	      i_soln	         119	         -99	         -99	         -99	       5.591	           4	   0.0507792	 -6.7677e+00	 -1.0000e+03	
         121	       react	         119	         -99	           0	           1	       5.591	     13.8692	   0.0572321	 -6.7827e+00	 -7.9996e+00	
         122	      i_soln	         120	         -99	         -99	         -99	       6.156	           4	   0.0578396	 -7.3808e+00	 -1.0000e+03	
         122	       react	         120	         -99	           0	           1	       6.156	     13.1904	   0.0642944	 -7.4416e+00	 -7.5795e+00	
         123	      i_soln	         121	         -99	         -99	         -99	       3.705	           4	   0.0473525	 -6.3490e+00	 -1.0000e+03	
         123	       react	         121	         -99	           0	           1	       3.705	     16.1326	   0.0537942	 -6.3659e+00	 -1.1304e+01	
         124	      i_soln	         122	         -99	         -99	         -99	       4.273	           4	   0.0508096	 -6.3864e+00	 -1.0000e+03	
         124	       react	         122	         -99	           0	           1	       4.273	     15.4507	   0.0572579	 -6.4019e+00	 -1.0230e+01	
         125	      i_soln	         123	         -99	         -99	         -99	       4.291	           4	   0.0497954	 -6.3806e+00	 -1.0000e+03	
         125	       react	         123	         -99	           0	           1	       4.291	     15.4292	    0.056244	 -6.3964e+00	 -1.0179e+01	
         126	      i_soln	         124	         -99	         -99	         -99	        4.76	           4	   0.0507828	 -6.4176e+00	 -1.0000e+03	
         126	       react	         124	         -99	           0	           1	        4.76	     14.8663	   0.0572338	 -6.4320e+00	 -9.2733e+00	
         127	      i_soln	         125	         -99	         -99	         -99	       5.187	           4	   0.0507789	 -6.5722e+00	 -1.0000e+03	
         127	       react	         125	         -99	           0	           1	       5.187	     14.3539	   0.0572309	 -6.5854e+00	 -8.5870e+00	
         128	      i_soln	         126	         -99	         -99	         -99	       5.038	           4	   0.0497651	 -6.4674e+00	 -1.0000e+03	
         128	       react	         126	         -99	           0	           1	       5.038	     14.5329	   0.0562169	 -6.4812e+00	 -8.7604e+00	
         129	      i_soln	         127	         -99	         -99	         -99	       5.406	           4	    0.046741	 -6.6247e+00	 -1.0000e+03	
         129	       react	         127	         -99	           0	           1	       5.406	     14.0916	   0.0531937	 -6.6385e+00	 -8.2090e+00	
         130	      i_soln	         128	         -99	         -99	         -99	       5.647	           4	   0.0538043	 -6.8079e+00	 -1.0000e+03	
         130	       react	         128	         -99	           0	           1	       5.647	     13.8016	   0.0602572	 -6.8240e+00	 -7.9236e+00	
         131	      i_soln	         129	         -99	         -99	         -99	       5.759	           4	   0.0467353	 -6.9096e+00	 -1.0000e+03	
         131	       react	         129	         -99	           0	           1	       5.759	      13.668	    0.053189	 -6.9307e+00	 -7.8059e+00	
         132	      i_soln	         130	         -99	         -99	         -99	       6.235	           4	   0.0507745	 -7.5195e+00	 -1.0000e+03	
         132	       react	         130	         -99	           0	           1	       6.235	     13.0964	   0.0572301	 -7.5966e+00	 -7.6014e+00	
         133	      i_soln	         131	         -99	         -99	         -99	       5.985	           4	   0.0487531	 -7.1569e+00	 -1.0000e+03	
         133	       react	         131	         -99	           0	           1	       5.985	     13.3966	   0.0552075	 -7.1945e+00	 -7.6455e+00	
         134	      i_soln	         132	         -99	         -99	         -99	        6.29	           4	   0.0487546	 -7.5759e+00	 -1.0000e+03	
         134	       react	         132	         -99	           0	           1	        6.29	     13.0306	   0.0552107	 -7.6639e+00	 -7.5693e+00	
         135	      i_soln	         133	         -99	         -99	         -99	       4.475	           4	   0.0537982	 -8.8167e+00	 -1.0000e+03	
         135	       react	         133	         -99	           0	           1	       4.475	      15.208	   0.0602477	 -8.8105e+00	 -1.2222e+01	
         136	      i_soln	         134	         -99	         -99	         -99	       5.112	           4	   0.0482521	 -8.8024e+00	 -1.0000e+03	
         136	       react	         134	         -99	           0	           1	       5.112	     14.4442	   0.0547037	 -8.7955e+00	 -1.0955e+01	
         137	      i_soln	         135	         -99	         -99	         -99	       5.059	           4	    0.052283	 -8.8332e+00	 -1.0000e+03	
         137	       react	         135	         -99	           0	           1	       5.059	     14.5074	   0.0587344	 -8.8267e+00	 -1.1074e+01	
         138	      i_soln	         136	         -99	         -99	         -99	       5.468	           4	   0.0517828	 -8.8040e+00	 -1.0000e+03	
         138	       react	         136	         -99	           0	           1	       5.468	     14.0166	   0.0582349	 -8.7977e+00	 -1.0250e+01	
         139	      i_soln	         137	         -99	         -99	         -99	       5.628	           4	   0.0502588	 -8.8527e+00	 -1.0000e+03	
         139	       react	         137	         -99	           0	           1	       5.628	     13.8248	   0.0567115	 -8.8466e+00	 -9.9621e+00	
         140	      i_soln	         138	         -99	         -99	         -99	       5.883	           4	   0.0527881	 -8.8344e+00	 -1.0000e+03	
         140	       react	         138	         -99	           0	           1	       5.883	     13.5185	   0.0592414	 -8.8300e+00	 -9.4726e+00	
         141	      i_soln	         139	         -99	         -99	         -99	       5.635	           4	   0.0532936	 -8.8131e+00	 -1.0000e+03	
         141	       react	         139	         -99	           0	           1	       5.635	     13.8161	   0.0597461	 -8.8073e+00	 -9.9260e+00	
         142	      i_soln	         140	         -99	         -99	         -99	       6.002	           4	   0.0482463	 -8.8547e+00	 -1.0000e+03	
         142	       react	         140	         -99	           0	           1	       6.002	     13.3762	   0.0547004	 -8.8513e+00	 -9.2706e+00	
         143	      i_soln	         141	         -99	         -99	         -99	       5.966	           4	   0.0477365	 -8.8499e+00	 -1.0000e+03	
         143	       react	         141	         -99	           0	           1	       5.966	     13.4195	   0.0541905	 -8.8460e+00	 -9.3186e+00	
         144	      i_soln	         142	         -99	         -99	         -99	       6.102	           4	   0.0522833	 -8.8477e+00	 -1.0000e+03	
         144	       react	         142	         -99	           0	           1	       6.102	     13.2558	   0.0587377	 -8.8467e+00	 -9.0820e+00	
         145	      i_soln	         143	         -99	         -99	         -99	       3.449	           4	  0.00469345	 -6.1552e+00	 -1.0000e+03	
         145	       react	         143	         -99	           0	           1	       3.449	     16.4478	   0.0111401	 -6.2151e+00	 -1.1452e+01	
         146	      i_soln	         144	         -99	         -99	         -99	       3.639	           4	  0.00512702	 -6.1039e+00	 -1.0000e+03	
         146	       react	         144	         -99	           0	           1	       3.639	     16.2197	   0.0115761	 -6.1614e+00	 -1.1022e+01	
         147	      i_soln	         145	         -99	         -99	         -99	       3.982	           4	  0.00505953	 -6.1692e+00	 -1.0000e+03	
         147	       react	         145	         -99	           0	           1	       3.982	     15.8081	   0.0115114	 -6.2260e+00	 -1.0401e+01	
         148	      i_soln	         146	         -99	         -99	         -99	       4.038	           4	  0.00505281	 -6.1630e+00	 -1.0000e+03	
         148	       react	         146	         -99	           0	           1	       4.038	     15.7409	    0.011505	 -6.2195e+00	 -1.0283e+01	
         149	      i_soln	         147	         -99	         -99	         -99	       4.288	           4	  0.00503145	 -6.1542e+00	 -1.0000e+03	
         149	       react	         147	         -99	           0	           1	       4.288	      15.441	   0.0114847	 -6.2094e+00	 -9.7765e+00	
         150	      i_soln	         148	         -99	         -99	         -99	       4.172	           4	  0.00453943	 -6.1478e+00	 -1.0000e+03	
         150	       react	         148	         -99	           0	           1	       4.172	     15.5803	   0.0109923	 -6.2061e+00	 -1.0002e+01	
         151	      i_soln	         149	         -99	         -99	         -99	       4.472	           4	  0.00502183	 -6.1661e+00	 -1.0000e+03	
         151	       react	         149	         -99	           0	           1	       4.472	     15.2202	   0.0114757	 -6.2196e+00	 -9.4167e+00	
         152	      i_soln	         150	         -99	         -99	         -99	       4.832	           4	  0.00501145	 -6.2360e+00	 -1.0000e+03	
         152	       react	         150	         -99	           0	           1	       4.832	     14.7882	   0.0114661	 -6.2845e+00	 -8.7657e+00	
         153	      i_soln	         151	         -99	         -99	         -99	       4.786	           4	  0.00551262	 -6.2497e+00	 -1.0000e+03	
         153	       react	         151	         -99	           0	           1	       4.786	     14.8432	   0.0119672	 -6.2971e+00	 -8.8696e+00	
         154	      i_soln	         152	         -99	         -99	         -99	       5.046	           4	  0.00500808	 -6.3437e+00	 -1.0000e+03	
         154	       react	         152	         -99	           0	           1	       5.046	     14.5314	   0.0114631	 -6.3883e+00	 -8.4461e+00	
         155	      i_soln	         153	         -99	         -99	         -99	        5.31	           4	  0.00550599	 -6.4415e+00	 -1.0000e+03	
         155	       react	         153	         -99	           0	           1	        5.31	     14.2144	   0.0119615	 -6.4800e+00	 -8.0166e+00	
         156	      i_soln	         154	         -99	         -99	         -99	       5.456	           4	  0.00450441	 -6.5842e+00	 -1.0000e+03	
         156	       react	         154	         -99	           0	           1	       5.456	     14.0396	   0.0109603	 -6.6238e+00	 -7.8799e+00	
         157	      i_soln	         155	         -99	         -99	         -99	       5.683	           4	  0.00500374	 -6.7789e+00	 -1.0000e+03	
         157	       react	         155	         -99	           0	           1	       5.683	      13.767	   0.0114603	 -6.8193e+00	 -7.6413e+00	
         158	      i_soln	         156	         -99	         -99	         -99	       5.583	           4	  0.00500417	 -6.6655e+00	 -1.0000e+03	
         158	       react	         156	         -99	           0	           1	       5.583	      13.887	   0.0114604	 -6.7036e+00	 -7.7157e+00	
         159	      i_soln	         157	         -99	         -99	         -99	       5.961	           4	  0.00550339	 -7.0900e+00	 -1.0000e+03	
         159	       react	         157	         -99	           0	           1	       5.961	     13.4332	   0.0119611	 -7.1495e+00	 -7.4599e+00	
         160	      i_soln	         158	         -99	         -99	         -99	       6.381	           4	  0.00500249	 -7.6888e+00	 -1.0000e+03	
         160	       react	         158	         -99	           0	           1	       6.381	     12.9294	   0.0114631	 -7.8400e+00	 -7.4296e+00	
         161	      i_soln	         159	         -99	         -99	         -99	       5.082	           4	   0.0049988	 -8.9113e+00	 -1.0000e+03	
         161	       react	         159	         -99	           0	           1	       5.082	     14.4882	   0.0114538	 -8.8870e+00	 -1.0871e+01	
         162	      i_soln	         160	         -99	         -99	         -99	       5.308	           4	  0.00549957	 -8.9085e+00	 -1.0000e+03	
         162	       react	         160	         -99	           0	           1	       5.308	     14.2168	   0.0119548	 -8.8852e+00	 -1.0425e+01	
         163	      i_soln	         161	         -99	         -99	         -99	       5.627	           4	  0.00600026	 -8.8751e+00	 -1.0000e+03	
         163	       react	         161	         -99	           0	           1	       5.627	     13.8339	   0.0124562	 -8.8533e+00	 -9.7809e+00	
         164	      i_soln	         162	         -99	         -99	         -99	       5.794	           4	  0.00550017	 -8.9006e+00	 -1.0000e+03	
         164	       react	         162	         -99	           0	           1	       5.794	     13.6336	   0.0119567	 -8.8790e+00	 -9.4915e+00	
         165	      i_soln	         163	         -99	         -99	         -99	       5.992	           4	   0.0060005	 -8.8875e+00	 -1.0000e+03	
         165	       react	         163	         -99	           0	           1	       5.992	     13.3959	   0.0124579	 -8.8694e+00	 -9.1188e+00	
         166	      i_soln	         164	         -99	         -99	         -99	       6.448	           4	  0.00550034	 -8.8712e+00	 -1.0000e+03	
         166	       react	         164	         -99	           0	           1	       6.448	     12.8488	    0.011961	 -8.8772e+00	 -8.3511e+00	
         167	      i_soln	         165	         -99	         -99	         -99	       6.767	           4	   0.0055004	 -8.9131e+00	 -1.0000e+03	
         167	       react	         165	         -99	           0	           1	       6.767	      12.466	   0.0119641	 -9.0126e+00	 -8.0112e+00	
         168	      i_soln	         166	         -99	         -99	         -99	       3.363	           4	  0.00273125	 -6.0956e+00	 -1.0000e+03	
         168	       react	         166	         -99	           0	           1	       3.363	     16.5517	  0.00917703	 -6.1684e+00	 -1.1564e+01	
         169	      i_soln	         167	         -99	         -99	         -99	       3.967	           4	  0.00255936	 -6.1256e+00	 -1.0000e+03	
         169	       react	         167	         -99	           0	           1	       3.967	     15.8271	  0.00901152	 -6.1981e+00	 -1.0387e+01	
         170	      i_soln	         168	         -99	         -99	         -99	        3.99	           4	  0.00255644	 -6.1223e+00	 -1.0000e+03	
         170	       react	         168	         -99	           0	           1	        3.99	     15.7995	  0.00900873	 -6.1947e+00	 -1.0337e+01	
         171	      i_soln	         169	         -99	         -99	         -99	       4.319	           4	  0.00252773	 -6.1501e+00	 -1.0000e+03	
         171	       react	         169	         -99	           0	           1	       4.319	     15.4047	  0.00898141	 -6.2201e+00	 -9.7060e+00	
         172	      i_soln	         170	         -99	         -99	         -99	       4.588	           4	  0.00251589	 -6.2045e+00	 -1.0000e+03	
         172	       react	         170	         -99	           0	           1	       4.588	     15.0819	  0.00897028	 -6.2708e+00	 -9.2207e+00	
         173	      i_soln	         171	         -99	         -99	         -99	       4.878	           4	  0.00250928	 -6.2252e+00	 -1.0000e+03	
         173	       react	         171	         -99	           0	           1	       4.878	     14.7339	  0.00896422	 -6.2855e+00	 -8.6594e+00	
         174	      i_soln	         172	         -99	         -99	         -99	       5.117	           4	  0.00250603	 -6.3442e+00	 -1.0000e+03	
         174	       react	         172	         -99	           0	           1	       5.117	     14.4471	  0.00896137	 -6.3985e+00	 -8.3004e+00	
         175	      i_soln	         173	         -99	         -99	         -99	       5.254	           4	  0.00250485	 -6.4005e+00	 -1.0000e+03	
         175	       react	         173	         -99	           0	           1	       5.254	     14.2827	  0.00896045	 -6.4512e+00	 -8.0843e+00	
         176	      i_soln	         174	         -99	         -99	         -99	       5.412	           4	  0.00250383	 -6.4890e+00	 -1.0000e+03	
         176	       react	         174	         -99	           0	           1	       5.412	     14.0931	  0.00895977	 -6.5359e+00	 -7.8614e+00	
         177	      i_soln	         175	         -99	         -99	         -99	       5.835	           4	  0.00250211	 -6.9018e+00	 -1.0000e+03	
         177	       react	         175	         -99	           0	           1	       5.835	     13.5855	  0.00895945	 -6.9541e+00	 -7.4769e+00	
         178	      i_soln	         176	         -99	         -99	         -99	       6.267	           4	  0.00250132	 -7.5179e+00	 -1.0000e+03	
         178	       react	         176	         -99	           0	           1	       6.267	     13.0671	  0.00896132	 -7.6426e+00	 -7.4030e+00	
         179	      i_soln	         177	         -99	         -99	         -99	       3.421	           4	  0.00119774	 -6.4203e+00	 -1.0000e+03	
         179	       react	         177	         -99	           0	           1	       3.421	     16.4828	  0.00764491	 -6.5114e+00	 -1.1781e+01	
         180	      i_soln	         178	         -99	         -99	         -99	       3.893	           4	  0.00106735	 -6.3579e+00	 -1.0000e+03	
         180	       react	         178	         -99	           0	           1	       3.893	     15.9165	  0.00751928	 -6.4497e+00	 -1.0776e+01	
         181	      i_soln	         179	         -99	         -99	         -99	       4.233	           4	  0.00103135	 -6.3700e+00	 -1.0000e+03	
         181	       react	         179	         -99	           0	           1	       4.233	     15.5086	   0.0074849	 -6.4594e+00	 -1.0107e+01	
         182	      i_soln	         180	         -99	         -99	         -99	       4.338	           4	  0.00102479	 -6.3965e+00	 -1.0000e+03	
         182	       react	         180	         -99	           0	           1	       4.338	     15.3826	  0.00747869	 -6.4847e+00	 -9.9227e+00	
         183	      i_soln	         181	         -99	         -99	         -99	       4.873	           4	  0.00100778	 -6.5173e+00	 -1.0000e+03	
         183	       react	         181	         -99	           0	           1	       4.873	     14.7406	  0.00746282	 -6.5936e+00	 -8.9675e+00	
         184	      i_soln	         182	         -99	         -99	         -99	       5.054	           4	  0.00100538	 -6.5647e+00	 -1.0000e+03	
         184	       react	         182	         -99	           0	           1	       5.054	     14.5234	  0.00746071	 -6.6351e+00	 -8.6512e+00	
         185	      i_soln	         183	         -99	         -99	         -99	       5.327	           4	  0.00100308	 -6.7256e+00	 -1.0000e+03	
         185	       react	         183	         -99	           0	           1	       5.327	     14.1958	  0.00745893	 -6.7874e+00	 -8.2683e+00	
         186	      i_soln	         184	         -99	         -99	         -99	       6.219	           4	  0.00100062	 -7.6042e+00	 -1.0000e+03	
         186	       react	         184	         -99	           0	           1	       6.219	     13.1254	  0.00746034	 -7.7373e+00	 -7.5677e+00	
         187	      i_soln	         185	         -99	         -99	         -99	        3.89	           4	  0.00507087	 -8.1477e+00	 -1.0000e+03	
         187	       react	         185	         -99	           0	           1	        3.89	     15.9185	   0.0115222	 -8.2048e+00	 -1.2564e+01	
         188	      i_soln	         186	         -99	         -99	         -99	       4.112	           4	  0.00504325	 -8.1580e+00	 -1.0000e+03	
         188	       react	         186	         -99	           0	           1	       4.112	     15.6522	   0.0114958	 -8.2143e+00	 -1.2130e+01	
         189	      i_soln	         187	         -99	         -99	         -99	        4.48	           4	  0.00451932	 -8.1859e+00	 -1.0000e+03	
         189	       react	         187	         -99	           0	           1	        4.48	     15.2108	   0.0109732	 -8.2416e+00	 -1.1426e+01	
         190	      i_soln	         188	         -99	         -99	         -99	       5.019	           4	  0.00500699	 -8.3131e+00	 -1.0000e+03	
         190	       react	         188	         -99	           0	           1	       5.019	     14.5638	    0.011462	 -8.3587e+00	 -1.0470e+01	
         191	      i_soln	         189	         -99	         -99	         -99	       5.823	           4	  0.00450238	 -8.7836e+00	 -1.0000e+03	
         191	       react	         189	         -99	           0	           1	       5.823	     13.5992	   0.0109594	 -8.8274e+00	 -9.3855e+00	
         192	      i_soln	         190	         -99	         -99	         -99	       5.936	           4	  0.00450219	 -8.8812e+00	 -1.0000e+03	
         192	       react	         190	         -99	           0	           1	       5.936	     13.4636	   0.0109598	 -8.9286e+00	 -9.2787e+00	
         193	      i_soln	         191	         -99	         -99	         -99	       6.337	           4	  0.00500211	 -9.2850e+00	 -1.0000e+03	
         193	       react	         191	         -99	           0	           1	       6.337	     12.9822	   0.0114623	 -9.3593e+00	 -9.0107e+00	
         194	      i_soln	         192	         -99	         -99	         -99	       4.084	           4	  0.00504609	 -7.2022e+00	 -1.0000e+03	
         194	       react	         192	         -99	           0	           1	       4.084	     15.6857	   0.0114986	 -7.2586e+00	 -1.1227e+01	
         195	      i_soln	         193	         -99	         -99	         -99	       4.225	           4	  0.00503385	 -7.2114e+00	 -1.0000e+03	
         195	       react	         193	         -99	           0	           1	       4.225	     15.5166	    0.011487	 -7.2670e+00	 -1.0954e+01	
         196	      i_soln	         194	         -99	         -99	         -99	       4.264	           4	   0.0045308	 -7.2088e+00	 -1.0000e+03	
         196	       react	         194	         -99	           0	           1	       4.264	     15.4699	   0.0109841	 -7.2665e+00	 -1.0878e+01	
         197	      i_soln	         195	         -99	         -99	         -99	       4.834	           4	  0.00500993	 -7.2580e+00	 -1.0000e+03	
         197	       react	         195	         -99	           0	           1	       4.834	     14.7858	   0.0114646	 -7.3068e+00	 -9.7871e+00	
         198	      i_soln	         196	         -99	         -99	         -99	       5.773	           4	  0.00550315	 -7.7970e+00	 -1.0000e+03	
         198	       react	         196	         -99	           0	           1	       5.773	     13.6588	     0.01196	 -7.8400e+00	 -8.4918e+00	
         199	      i_soln	         197	         -99	         -99	         -99	       6.174	           4	  0.00450198	 -8.1674e+00	 -1.0000e+03	
         199	       react	         197	         -99	           0	           1	       6.174	      13.178	    0.010961	 -8.2576e+00	 -8.1845e+00	
         200	      i_soln	         198	         -99	         -99	         -99	       6.279	           4	  0.00450191	 -8.2402e+00	 -1.0000e+03	
         200	       react	         198	         -99	           0	           1	       6.279	      13.052	   0.0109617	 -8.3615e+00	 -8.1095e+00	
         201	      i_soln	         199	         -99	         -99	         -99	       4.197	           4	  0.00503767	 -6.1862e+00	 -1.0000e+03	
         201	       react	         199	         -99	           0	           1	       4.197	     15.5502	   0.0114906	 -6.2419e+00	 -9.9875e+00	
         202	      i_soln	         200	         -99	         -99	         -99	       4.666	           4	  0.00501526	 -6.2059e+00	 -1.0000e+03	
         202	       react	         200	         -99	           0	           1	       4.666	     14.9874	   0.0114696	 -6.2570e+00	 -9.0710e+00	
         203	      i_soln	         201	         -99	         -99	         -99	       5.172	           4	  0.00500691	 -6.3725e+00	 -1.0000e+03	
         203	       react	         201	         -99	           0	           1	       5.172	     14.3802	   0.0114622	 -6.4147e+00	 -8.2275e+00	
         204	      i_soln	         202	         -99	         -99	         -99	        6.01	           4	   0.0050029	 -7.1501e+00	 -1.0000e+03	
         204	       react	         202	         -99	           0	           1	        6.01	     13.3746	   0.0114609	 -7.2168e+00	 -7.4364e+00	
         205	      i_soln	         203	         -99	         -99	         -99	       6.021	           4	  0.00550322	 -7.1499e+00	 -1.0000e+03	
         205	       react	         203	         -99	           0	           1	       6.021	     13.3612	   0.0119613	 -7.2167e+00	 -7.4171e+00	
         206	      i_soln	         204	         -99	         -99	         -99	       5.044	           4	  0.00452006	 -5.3952e+00	 -1.0000e+03	
         206	       react	         204	         -99	           0	           1	       5.044	      14.534	   0.0109754	 -5.4315e+00	 -7.4942e+00	
         207	      i_soln	         205	         -99	         -99	         -99	       5.833	           4	  0.00500637	 -6.4096e+00	 -1.0000e+03	
         207	       react	         205	         -99	           0	           1	       5.833	      13.587	   0.0114638	 -6.4312e+00	 -6.9856e+00	
         208	      i_soln	         206	         -99	         -99	         -99	       6.055	           4	   0.0055053	 -6.7799e+00	 -1.0000e+03	
         208	       react	         206	         -99	           0	           1	       6.055	     13.3204	   0.0119641	 -6.8143e+00	 -6.9765e+00	
         209	      i_soln	         207	         -99	         -99	         -99	       3.618	           4	  0.00563157	 -8.1465e+00	 -1.0000e+03	
         209	       react	         207	         -99	           0	           1	       3.618	     16.2447	   0.0120804	 -8.2018e+00	 -1.3101e+01	
         210	      i_soln	         208	         -99	         -99	         -99	       3.773	           4	  0.00509214	 -8.1442e+00	 -1.0000e+03	
         210	       react	         208	         -99	           0	           1	       3.773	     16.0589	   0.0115426	 -8.2015e+00	 -1.2791e+01	
         211	      i_soln	         209	         -99	         -99	         -99	       4.308	           4	   0.0055286	 -8.1779e+00	 -1.0000e+03	
         211	       react	         209	         -99	           0	           1	       4.308	     15.4168	    0.011982	 -8.2308e+00	 -1.1755e+01	
         212	      i_soln	         210	         -99	         -99	         -99	       4.369	           4	  0.00502469	 -8.1785e+00	 -1.0000e+03	
         212	       react	         210	         -99	           0	           1	       4.369	     15.3438	   0.0114783	 -8.2330e+00	 -1.1632e+01	
         213	      i_soln	         211	         -99	         -99	         -99	       4.298	           4	  0.00452846	 -8.1660e+00	 -1.0000e+03	
         213	       react	         211	         -99	           0	           1	       4.298	     15.4291	   0.0109818	 -8.2234e+00	 -1.1767e+01	
         214	      i_soln	         212	         -99	         -99	         -99	       4.419	           4	  0.00502227	 -8.1839e+00	 -1.0000e+03	
         214	       react	         212	         -99	           0	           1	       4.419	     15.2838	    0.011476	 -8.2380e+00	 -1.1541e+01	
         215	      i_soln	         213	         -99	         -99	         -99	       4.523	           4	  0.00501793	 -8.1972e+00	 -1.0000e+03	
         215	       react	         213	         -99	           0	           1	       4.523	      15.159	   0.0114719	 -8.2503e+00	 -1.1346e+01	
         216	      i_soln	         214	         -99	         -99	         -99	       4.961	           4	  0.00500772	 -8.2938e+00	 -1.0000e+03	
         216	       react	         214	         -99	           0	           1	       4.961	     14.6334	   0.0114626	 -8.3405e+00	 -1.0566e+01	
         217	      i_soln	         215	         -99	         -99	         -99	        5.08	           4	  0.00500632	 -8.3352e+00	 -1.0000e+03	
         217	       react	         215	         -99	           0	           1	        5.08	     14.4906	   0.0114614	 -8.3798e+00	 -1.0370e+01	
         218	      i_soln	         216	         -99	         -99	         -99	       5.329	           4	  0.00500437	 -8.4483e+00	 -1.0000e+03	
         218	       react	         216	         -99	           0	           1	       5.329	     14.1918	   0.0114599	 -8.4891e+00	 -9.9914e+00	
         219	      i_soln	         217	         -99	         -99	         -99	        6.02	           4	  0.00450208	 -8.9584e+00	 -1.0000e+03	
         219	       react	         217	         -99	           0	           1	        6.02	     13.3628	   0.0109601	 -9.0094e+00	 -9.2075e+00	
         220	      i_soln	         218	         -99	         -99	         -99	       3.646	           4	  0.00462247	 -7.1355e+00	 -1.0000e+03	
         220	       react	         218	         -99	           0	           1	       3.646	     16.2115	   0.0110716	 -7.1954e+00	 -1.2042e+01	
         221	      i_soln	         219	         -99	         -99	         -99	       3.885	           4	  0.00507177	 -7.1476e+00	 -1.0000e+03	
         221	       react	         219	         -99	           0	           1	       3.885	     15.9245	   0.0115231	 -7.2047e+00	 -1.1570e+01	
         222	      i_soln	         220	         -99	         -99	         -99	       3.946	           4	  0.00506269	 -7.1499e+00	 -1.0000e+03	
         222	       react	         220	         -99	           0	           1	       3.946	     15.8513	   0.0115144	 -7.2068e+00	 -1.1454e+01	
         223	      i_soln	         221	         -99	         -99	         -99	       4.345	           4	  0.00552669	 -7.1814e+00	 -1.0000e+03	
         223	       react	         221	         -99	           0	           1	       4.345	     15.3724	   0.0119801	 -7.2341e+00	 -1.0687e+01	
         224	      i_soln	         222	         -99	         -99	         -99	       4.288	           4	  0.00502961	 -7.2165e+00	 -1.0000e+03	
         224	       react	         222	         -99	           0	           1	       4.288	      15.441	   0.0114829	 -7.2717e+00	 -1.0836e+01	
         225	      i_soln	         223	         -99	         -99	         -99	       4.824	           4	  0.00501004	 -7.2555e+00	 -1.0000e+03	
         225	       react	         223	         -99	           0	           1	       4.824	     14.7978	   0.0114647	 -7.3044e+00	 -9.8014e+00	
         226	      i_soln	         224	         -99	         -99	         -99	       5.096	           4	  0.00450594	 -7.2966e+00	 -1.0000e+03	
         226	       react	         224	         -99	           0	           1	       5.096	     14.4716	   0.0109611	 -7.3426e+00	 -9.2986e+00	
         227	      i_soln	         225	         -99	         -99	         -99	       5.306	           4	  0.00450426	 -7.4339e+00	 -1.0000e+03	
         227	       react	         225	         -99	           0	           1	       5.306	     14.2196	   0.0109598	 -7.4766e+00	 -9.0206e+00	
         228	      i_soln	         226	         -99	         -99	         -99	       5.068	           4	  0.00500657	 -7.3315e+00	 -1.0000e+03	
         228	       react	         226	         -99	           0	           1	       5.068	      14.505	   0.0114616	 -7.3762e+00	 -9.3905e+00	
         229	      i_soln	         227	         -99	         -99	         -99	       5.422	           4	  0.00500391	 -7.5478e+00	 -1.0000e+03	
         229	       react	         227	         -99	           0	           1	       5.422	     14.0802	   0.0114597	 -7.5878e+00	 -8.9063e+00	
         230	      i_soln	         228	         -99	         -99	         -99	       5.995	           4	  0.00500247	 -7.9452e+00	 -1.0000e+03	
         230	       react	         228	         -99	           0	           1	       5.995	     13.3926	   0.0114604	 -8.0060e+00	 -8.2494e+00	
         231	      i_soln	         229	         -99	         -99	         -99	       3.438	           4	  0.00570007	 -6.1666e+00	 -1.0000e+03	
         231	       react	         229	         -99	           0	           1	       3.438	     16.4607	   0.0121464	 -6.2219e+00	 -1.1484e+01	
         232	      i_soln	         230	         -99	         -99	         -99	        3.79	           4	  0.00509051	 -6.1857e+00	 -1.0000e+03	
         232	       react	         230	         -99	           0	           1	        3.79	     16.0385	    0.011541	 -6.2430e+00	 -1.0802e+01	
         233	      i_soln	         231	         -99	         -99	         -99	       4.117	           4	  0.00504465	 -6.1629e+00	 -1.0000e+03	
         233	       react	         231	         -99	           0	           1	       4.117	     15.6462	   0.0114973	 -6.2191e+00	 -1.0124e+01	
         234	      i_soln	         232	         -99	         -99	         -99	       4.321	           4	  0.00502937	 -6.1531e+00	 -1.0000e+03	
         234	       react	         232	         -99	           0	           1	       4.321	     15.4014	   0.0114828	 -6.2080e+00	 -9.7062e+00	
         235	      i_soln	         233	         -99	         -99	         -99	       4.164	           4	  0.00504055	 -6.1404e+00	 -1.0000e+03	
         235	       react	         233	         -99	           0	           1	       4.164	     15.5898	   0.0114934	 -6.1964e+00	 -1.0008e+01	
         236	      i_soln	         234	         -99	         -99	         -99	       4.235	           4	  0.00503504	 -6.1374e+00	 -1.0000e+03	
         236	       react	         234	         -99	           0	           1	       4.235	     15.5046	   0.0114882	 -6.1930e+00	 -9.8627e+00	
