         sim	       state	        soln	      dist_x	        time	        step	          pH	          pe	          mu	    la_UO2+2	   la_UO2CO3	
         355	       react	         353	         -99	           0	           1	       5.739	     13.6998	   0.0114603	 -6.8520e+00	 -7.5790e+00	
         356	      i_soln	         354	         -99	         -99	         -99	       5.569	           4	  0.00500425	 -6.6457e+00	 -1.0000e+03	
         356	       react	         354	         -99	           0	           1	       5.569	     13.9038	   0.0114604	 -6.6834e+00	 -7.7325e+00	
         357	      i_soln	         355	         -99	         -99	         -99	       5.805	           4	  0.00500341	 -6.8803e+00	 -1.0000e+03	
         357	       react	         355	         -99	           0	           1	       5.805	     13.6206	   0.0114604	 -6.9249e+00	 -7.5287e+00	
         358	      i_soln	         356	         -99	         -99	         -99	       6.321	           4	  0.00500247	 -7.6013e+00	 -1.0000e+03	
         358	       react	         356	         -99	           0	           1	       6.321	     13.0014	   0.0114625	 -7.7332e+00	 -7.4286e+00	
         359	      i_soln	         357	         -99	         -99	         -99	       5.159	           4	  0.00599959	 -8.8946e+00	 -1.0000e+03	
         359	       react	         357	         -99	           0	           1	       5.159	     14.3955	   0.0124546	 -8.8721e+00	 -1.0718e+01	
         360	      i_soln	         358	         -99	         -99	         -99	       5.383	           4	  0.00600006	 -8.9210e+00	 -1.0000e+03	
         360	       react	         358	         -99	           0	           1	       5.383	     14.1267	   0.0124554	 -8.8987e+00	 -1.0306e+01	
         361	      i_soln	         359	         -99	         -99	         -99	       5.721	           4	  0.00499978	 -8.8808e+00	 -1.0000e+03	
         361	       react	         359	         -99	           0	           1	       5.721	     13.7214	    0.011456	 -8.8577e+00	 -9.6144e+00	
         362	      i_soln	         360	         -99	         -99	         -99	       5.936	           4	  0.00499995	 -8.8667e+00	 -1.0000e+03	
         362	       react	         360	         -99	           0	           1	       5.936	     13.4634	   0.0114571	 -8.8457e+00	 -9.2064e+00	
         363	      i_soln	         361	         -99	         -99	         -99	       5.711	           4	  0.00550012	 -8.8618e+00	 -1.0000e+03	
         363	       react	         361	         -99	           0	           1	       5.711	     13.7332	   0.0119563	 -8.8396e+00	 -9.6210e+00	
         364	      i_soln	         362	         -99	         -99	         -99	       6.124	           4	  0.00550037	 -8.9320e+00	 -1.0000e+03	
         364	       react	         362	         -99	           0	           1	       6.124	     13.2376	   0.0119585	 -8.9162e+00	 -8.9411e+00	
         365	      i_soln	         363	         -99	         -99	         -99	       6.426	           4	  0.00550045	 -8.9348e+00	 -1.0000e+03	
         365	       react	         363	         -99	           0	           1	       6.426	     12.8752	   0.0119608	 -8.9373e+00	 -8.4562e+00	
         366	      i_soln	         364	         -99	         -99	         -99	       2.838	           4	  0.00074889	 -6.3927e+00	 -1.0000e+03	
         366	       react	         364	         -99	           0	           1	       2.838	     17.1824	  0.00718066	 -6.4937e+00	 -1.2896e+01	
         367	      i_soln	         365	         -99	         -99	         -99	       3.367	           4	    0.001224	 -6.3659e+00	 -1.0000e+03	
         367	       react	         365	         -99	           0	           1	       3.367	     16.5476	  0.00767031	 -6.4567e+00	 -1.1804e+01	
         368	      i_soln	         366	         -99	         -99	         -99	       4.075	           4	  0.00104451	 -6.4097e+00	 -1.0000e+03	
         368	       react	         366	         -99	           0	           1	       4.075	     15.6981	  0.00749751	 -6.5005e+00	 -1.0426e+01	
         369	      i_soln	         367	         -99	         -99	         -99	       4.527	           4	 1.58158e-05	 -6.3827e+00	 -1.0000e+03	
         369	       react	         367	         -99	           0	           1	       4.527	     15.1563	  0.00647027	 -6.5065e+00	 -9.5376e+00	
         370	      i_soln	         368	         -99	         -99	         -99	        4.97	           4	 6.08127e-06	 -6.5167e+00	 -1.0000e+03	
         370	       react	         368	         -99	           0	           1	        4.97	     14.6247	  0.00646137	 -6.6241e+00	 -8.7757e+00	
         371	      i_soln	         369	         -99	         -99	         -99	       5.427	           4	 0.000502465	 -6.7792e+00	 -1.0000e+03	
         371	       react	         369	         -99	           0	           1	       5.427	      14.076	  0.00695863	 -6.8457e+00	 -8.1020e+00	
         372	      i_soln	         370	         -99	         -99	         -99	        5.78	           4	 0.000501227	 -7.0970e+00	 -1.0000e+03	
         372	       react	         370	         -99	           0	           1	        5.78	     13.6524	  0.00695859	 -7.1658e+00	 -7.7501e+00	
         373	      i_soln	         371	         -99	         -99	         -99	       6.563	           4	  0.00050034	 -8.1079e+00	 -1.0000e+03	
         373	       react	         371	         -99	           0	           1	       6.563	     12.7128	   0.0069634	 -8.3756e+00	 -7.6226e+00	
         374	      i_soln	         372	         -99	         -99	         -99	       7.076	           4	 0.000500226	 -8.9371e+00	 -1.0000e+03	
         374	       react	         372	         -99	           0	           1	       7.076	     12.0972	  0.00696761	 -9.4204e+00	 -7.9628e+00	
         375	      i_soln	         373	         -99	         -99	         -99	       7.341	           4	 2.11589e-07	 -9.4050e+00	 -1.0000e+03	
         375	       react	         373	         -99	           0	           1	       7.341	     11.7795	  0.00646913	 -9.9924e+00	 -8.2169e+00	
         376	      i_soln	         374	         -99	         -99	         -99	       7.964	           4	 0.000500589	 -1.0535e+01	 -1.0000e+03	
         376	       react	         374	         -99	           0	           1	       7.964	     11.0316	  0.00697129	 -1.1253e+01	 -8.8052e+00	
         377	      i_soln	         375	         -99	         -99	         -99	       8.439	           4	 1.50066e-06	 -1.1566e+01	 -1.0000e+03	
         377	       react	         375	         -99	           0	           1	       8.439	     10.4619	  0.00647302	 -1.2211e+01	 -9.2786e+00	
         378	      i_soln	         376	         -99	         -99	         -99	       8.831	           4	  0.00100363	 -1.2663e+01	 -1.0000e+03	
         378	       react	         376	         -99	           0	           1	       8.831	     9.99097	  0.00747607	 -1.3076e+01	 -9.7595e+00	
         379	      i_soln	         377	         -99	         -99	         -99	       3.123	           4	   0.0491189	 -7.0176e+00	 -1.0000e+03	
         379	       react	         377	         -99	           0	           1	       3.123	     16.8305	   0.0555376	 -7.0341e+00	 -1.3155e+01	
         380	      i_soln	         378	         -99	         -99	         -99	       3.352	           4	   0.0479328	 -7.0593e+00	 -1.0000e+03	
         380	       react	         378	         -99	           0	           1	       3.352	      16.556	   0.0543631	 -7.0761e+00	 -1.2739e+01	
         381	      i_soln	         379	         -99	         -99	         -99	       3.949	           4	   0.0507583	 -7.0539e+00	 -1.0000e+03	
         381	       react	         379	         -99	           0	           1	       3.949	     15.8395	   0.0572033	 -7.0698e+00	 -1.1541e+01	
         382	      i_soln	         380	         -99	         -99	         -99	       4.809	           4	   0.0501993	 -7.1493e+00	 -1.0000e+03	
         382	       react	         380	         -99	           0	           1	       4.809	     14.8076	   0.0566504	 -7.1638e+00	 -9.9210e+00	
         383	      i_soln	         381	         -99	         -99	         -99	       5.406	           4	   0.0471765	 -7.2943e+00	 -1.0000e+03	
         383	       react	         381	         -99	           0	           1	       5.406	     14.0915	   0.0536292	 -7.3082e+00	 -8.8905e+00	
         384	      i_soln	         382	         -99	         -99	         -99	       5.948	           4	    0.053193	 -7.6725e+00	 -1.0000e+03	
         384	       react	         382	         -99	           0	           1	       5.948	     13.4405	   0.0596471	 -7.7038e+00	 -8.2035e+00	
         385	      i_soln	         383	         -99	         -99	         -99	       6.214	           4	   0.0481729	 -7.9539e+00	 -1.0000e+03	
         385	       react	         383	         -99	           0	           1	       6.214	     13.1218	   0.0546285	 -8.0283e+00	 -8.0673e+00	
         386	      i_soln	         384	         -99	         -99	         -99	       6.408	           4	    0.052199	 -8.1897e+00	 -1.0000e+03	
         386	       react	         384	         -99	           0	           1	       6.408	     12.8886	   0.0586555	 -8.3236e+00	 -8.0327e+00	
         387	      i_soln	         385	         -99	         -99	         -99	       6.287	           4	   0.0496859	 -8.0389e+00	 -1.0000e+03	
         387	       react	         385	         -99	           0	           1	       6.287	     13.0341	   0.0561417	 -8.1317e+00	 -8.0516e+00	
         388	      i_soln	         386	         -99	         -99	         -99	       6.532	           4	   0.0501888	 -8.3538e+00	 -1.0000e+03	
         388	       react	         386	         -99	           0	           1	       6.532	       12.74	   0.0566462	 -8.5372e+00	 -8.0441e+00	
         389	      i_soln	         387	         -99	         -99	         -99	         6.7	           4	   0.0491771	 -8.5939e+00	 -1.0000e+03	
         389	       react	         387	         -99	           0	           1	         6.7	     12.5385	   0.0556361	 -8.8559e+00	 -8.0890e+00	
         390	      i_soln	         388	         -99	         -99	         -99	       6.538	           4	   0.0476678	 -8.3611e+00	 -1.0000e+03	
         390	       react	         388	         -99	           0	           1	       6.538	     12.7331	   0.0541256	 -8.5506e+00	 -8.0358e+00	
         391	      i_soln	         389	         -99	         -99	         -99	       6.896	           4	   0.0456603	 -8.8923e+00	 -1.0000e+03	
         391	       react	         389	         -99	           0	           1	       6.896	     12.3037	   0.0521209	 -9.2443e+00	 -8.1916e+00	
         392	      i_soln	         390	         -99	         -99	         -99	       7.365	           4	    0.052699	 -9.6602e+00	 -1.0000e+03	
         392	       react	         390	         -99	           0	           1	       7.365	     11.7401	   0.0591623	 -1.0195e+01	 -8.5383e+00	
         393	      i_soln	         391	         -99	         -99	         -99	       7.627	           4	   0.0491814	 -1.0134e+01	 -1.0000e+03	
         393	       react	         391	         -99	           0	           1	       7.627	     11.4261	    0.055646	 -1.0733e+01	 -8.7735e+00	
         394	      i_soln	         392	         -99	         -99	         -99	       8.095	           4	   0.0481719	 -1.1131e+01	 -1.0000e+03	
         394	       react	         392	         -99	           0	           1	       8.095	     10.8646	   0.0546377	 -1.1711e+01	 -9.2491e+00	
         395	      i_soln	         393	         -99	         -99	         -99	       8.752	           4	   0.0491886	 -1.2863e+01	 -1.0000e+03	
         395	       react	         393	         -99	           0	           1	       8.752	     10.0761	   0.0556558	 -1.3133e+01	 -1.0016e+01	
         396	      i_soln	         394	         -99	         -99	         -99	       8.966	           4	   0.0471794	 -1.3497e+01	 -1.0000e+03	
         396	       react	         394	         -99	           0	           1	       8.966	     9.81954	   0.0536477	 -1.3658e+01	 -1.0335e+01	
         397	      i_soln	         395	         -99	         -99	         -99	       9.331	           4	   0.0496918	 -1.4524e+01	 -1.0000e+03	
         397	       react	         395	         -99	           0	           1	       9.331	     9.38127	   0.0561623	 -1.4577e+01	 -1.0931e+01	
         398	      i_soln	         396	         -99	         -99	         -99	       9.193	           4	   0.0471772	 -1.4137e+01	 -1.0000e+03	
         398	       react	         396	         -99	           0	           1	       9.193	     9.54714	   0.0536467	 -1.4222e+01	 -1.0691e+01	
         399	      i_soln	         397	         -99	         -99	         -99	       2.837	           4	   0.0495262	 -7.0388e+00	 -1.0000e+03	
         399	       react	         397	         -99	           0	           1	       2.837	     17.1734	   0.0559226	 -7.0553e+00	 -1.3742e+01	
         400	      i_soln	         398	         -99	         -99	         -99	        3.53	           4	   0.0523678	 -7.0956e+00	 -1.0000e+03	
         400	       react	         398	         -99	           0	           1	        3.53	      16.342	   0.0588049	 -7.1114e+00	 -1.2403e+01	
         401	      i_soln	         399	         -99	         -99	         -99	       3.703	           4	   0.0518102	 -7.0297e+00	 -1.0000e+03	
         401	       react	         399	         -99	           0	           1	       3.703	     16.1345	   0.0582514	 -7.0456e+00	 -1.1997e+01	
         402	      i_soln	         400	         -99	         -99	         -99	       4.082	           4	   0.0517406	 -7.0832e+00	 -1.0000e+03	
         402	       react	         400	         -99	           0	           1	       4.082	     15.6798	   0.0581875	 -7.0988e+00	 -1.1287e+01	
         403	      i_soln	         401	         -99	         -99	         -99	        4.18	           4	   0.0472055	 -7.0541e+00	 -1.0000e+03	
         403	       react	         401	         -99	           0	           1	        4.18	     15.5627	   0.0536535	 -7.0707e+00	 -1.1067e+01	
         404	      i_soln	         402	         -99	         -99	         -99	       4.185	           4	   0.0557558	 -7.0747e+00	 -1.0000e+03	
         404	       react	         402	         -99	           0	           1	       4.185	     15.5558	   0.0622034	 -7.0894e+00	 -1.1072e+01	
         405	      i_soln	         403	         -99	         -99	         -99	       4.038	           4	   0.0502487	 -7.0778e+00	 -1.0000e+03	
         405	       react	         403	         -99	           0	           1	       4.038	     15.7327	   0.0566945	 -7.0938e+00	 -1.1402e+01	
         406	      i_soln	         404	         -99	         -99	         -99	       5.352	           4	   0.0471709	 -7.2895e+00	 -1.0000e+03	
         406	       react	         404	         -99	           0	           1	       5.352	     14.1563	   0.0536235	 -7.3034e+00	 -8.9752e+00	
         407	      i_soln	         405	         -99	         -99	         -99	       5.528	           4	   0.0471673	 -7.3400e+00	 -1.0000e+03	
         407	       react	         405	         -99	           0	           1	       5.528	     13.9451	   0.0536204	 -7.3547e+00	 -8.6754e+00	
         408	      i_soln	         406	         -99	         -99	         -99	       5.937	           4	   0.0456597	 -7.6963e+00	 -1.0000e+03	
         408	       react	         406	         -99	           0	           1	       5.937	     13.4545	    0.052114	 -7.7257e+00	 -8.2706e+00	
         409	      i_soln	         407	         -99	         -99	         -99	       6.365	           4	   0.0521931	 -8.1353e+00	 -1.0000e+03	
         409	       react	         407	         -99	           0	           1	       6.365	     12.9402	   0.0586495	 -8.2559e+00	 -8.0268e+00	
         410	      i_soln	         408	         -99	         -99	         -99	       6.519	           4	   0.0547133	 -8.3542e+00	 -1.0000e+03	
         410	       react	         408	         -99	           0	           1	       6.519	     12.7551	   0.0611704	 -8.5317e+00	 -8.0556e+00	
         411	      i_soln	         409	         -99	         -99	         -99	       6.817	           4	   0.0506868	 -8.7577e+00	 -1.0000e+03	
         411	       react	         409	         -99	           0	           1	       6.817	      12.398	   0.0571465	 -9.0738e+00	 -8.1347e+00	
         412	      i_soln	         410	         -99	         -99	         -99	       6.924	           4	   0.0456635	 -8.9648e+00	 -1.0000e+03	
         412	       react	         410	         -99	           0	           1	       6.924	     12.2701	   0.0521243	 -9.3269e+00	 -8.2383e+00	
         413	      i_soln	         411	         -99	         -99	         -99	       7.112	           4	   0.0471662	 -9.2289e+00	 -1.0000e+03	
         413	       react	         411	         -99	           0	           1	       7.112	     12.0443	   0.0536284	 -9.6750e+00	 -8.3275e+00	
         414	      i_soln	         412	         -99	         -99	         -99	       7.415	           4	   0.0542077	 -9.7611e+00	 -1.0000e+03	
         414	       react	         412	         -99	           0	           1	       7.415	       11.68	   0.0606711	 -1.0309e+01	 -8.5948e+00	
         415	      i_soln	         413	         -99	         -99	         -99	       7.563	           4	   0.0537091	 -1.0029e+01	 -1.0000e+03	
         415	       react	         413	         -99	           0	           1	       7.563	     11.5024	   0.0601732	 -1.0613e+01	 -8.7293e+00	
         416	      i_soln	         414	         -99	         -99	         -99	       7.819	           4	   0.0461653	 -1.0541e+01	 -1.0000e+03	
         416	       react	         414	         -99	           0	           1	       7.819	     11.1961	   0.0526307	 -1.1153e+01	 -8.9799e+00	
         417	      i_soln	         415	         -99	         -99	         -99	       8.407	           4	   0.0476738	 -1.1875e+01	 -1.0000e+03	
         417	       react	         415	         -99	           0	           1	       8.407	     10.4903	   0.0541402	 -1.2344e+01	 -9.5646e+00	
         418	      i_soln	         416	         -99	         -99	         -99	       8.789	           4	   0.0537095	 -1.2992e+01	 -1.0000e+03	
         418	       react	         416	         -99	           0	           1	       8.789	     10.0312	   0.0601765	 -1.3234e+01	 -1.0087e+01	
         419	      i_soln	         417	         -99	         -99	         -99	       9.323	           4	   0.0527135	 -1.4523e+01	 -1.0000e+03	
         419	       react	         417	         -99	           0	           1	       9.323	     9.39055	   0.0591837	 -1.4575e+01	 -1.0940e+01	
         420	      i_soln	         418	         -99	         -99	         -99	       2.419	           4	   0.0529137	 -5.9975e+00	 -1.0000e+03	
         420	       react	         418	         -99	           0	           1	       2.419	     17.6739	   0.0592538	 -6.0130e+00	 -1.3520e+01	
         421	      i_soln	         419	         -99	         -99	         -99	       3.339	           4	   0.0514684	 -5.9649e+00	 -1.0000e+03	
         421	       react	         419	         -99	           0	           1	       3.339	     16.5712	   0.0578978	 -5.9809e+00	 -1.1679e+01	
         422	      i_soln	         420	         -99	         -99	         -99	       3.827	           4	   0.0522892	 -6.0272e+00	 -1.0000e+03	
         422	       react	         420	         -99	           0	           1	       3.827	     15.9857	   0.0587325	 -6.0429e+00	 -1.0754e+01	
         423	      i_soln	         421	         -99	         -99	         -99	       4.341	           4	   0.0507159	 -6.0378e+00	 -1.0000e+03	
         423	       react	         421	         -99	           0	           1	       4.341	     15.3691	    0.057165	 -6.0532e+00	 -9.7277e+00	
         424	      i_soln	         422	         -99	         -99	         -99	       4.339	           4	   0.0532311	 -6.0766e+00	 -1.0000e+03	
         424	       react	         422	         -99	           0	           1	       4.339	     15.3713	     0.05968	 -6.0916e+00	 -9.7700e+00	
         425	      i_soln	         423	         -99	         -99	         -99	       4.499	           4	   0.0441744	 -6.0183e+00	 -1.0000e+03	
         425	       react	         423	         -99	           0	           1	       4.499	     15.1803	   0.0506246	 -6.0349e+00	 -9.4058e+00	
         426	      i_soln	         424	         -99	         -99	         -99	        4.71	           4	   0.0547202	 -6.1344e+00	 -1.0000e+03	
         426	       react	         424	         -99	           0	           1	        4.71	     14.9259	   0.0611709	 -6.1483e+00	 -9.0751e+00	
         427	      i_soln	         425	         -99	         -99	         -99	       4.851	           4	    0.050206	 -6.1098e+00	 -1.0000e+03	
         427	       react	         425	         -99	           0	           1	       4.851	     14.7572	   0.0566572	 -6.1239e+00	 -8.8143e+00	
         428	      i_soln	         426	         -99	         -99	         -99	       5.031	           4	   0.0476804	 -6.1512e+00	 -1.0000e+03	
         428	       react	         426	         -99	           0	           1	       5.031	     14.5415	   0.0541323	 -6.1651e+00	 -8.4778e+00	
         429	      i_soln	         427	         -99	         -99	         -99	       5.411	           4	   0.0471728	 -6.3468e+00	 -1.0000e+03	
         429	       react	         427	         -99	           0	           1	       5.411	     14.0855	   0.0536255	 -6.3598e+00	 -7.9221e+00	
         430	      i_soln	         428	         -99	         -99	         -99	       5.568	           4	   0.0516986	 -6.4725e+00	 -1.0000e+03	
         430	       react	         428	         -99	           0	           1	       5.568	     13.8967	   0.0581514	 -6.4858e+00	 -7.7429e+00	
         431	      i_soln	         429	         -99	         -99	         -99	       6.409	           4	   0.0481754	 -7.6149e+00	 -1.0000e+03	
         431	       react	         429	         -99	           0	           1	       6.409	     12.8878	   0.0546323	 -7.7082e+00	 -7.4327e+00	
         432	      i_soln	         430	         -99	         -99	         -99	       6.665	           4	   0.0496798	 -8.0502e+00	 -1.0000e+03	
         432	       react	         430	         -99	           0	           1	       6.665	     12.5805	   0.0561387	 -8.2241e+00	 -7.5334e+00	
         433	      i_soln	         431	         -99	         -99	         -99	       6.892	           4	   0.0486794	 -8.4109e+00	 -1.0000e+03	
         433	       react	         431	         -99	           0	           1	       6.892	     12.3082	     0.05514	 -8.6612e+00	 -7.6473e+00	
         434	      i_soln	         432	         -99	         -99	         -99	       7.201	           4	   0.0506899	 -8.9369e+00	 -1.0000e+03	
         434	       react	         432	         -99	           0	           1	       7.201	     11.9372	   0.0571525	 -9.3108e+00	 -7.8860e+00	
         435	      i_soln	         433	         -99	         -99	         -99	       7.511	           4	    0.053204	 -9.4766e+00	 -1.0000e+03	
         435	       react	         433	         -99	           0	           1	       7.511	     11.5649	   0.0596679	 -9.9668e+00	 -8.1716e+00	
         436	      i_soln	         434	         -99	         -99	         -99	       7.952	           4	   0.0481734	 -1.0238e+01	 -1.0000e+03	
         436	       react	         434	         -99	           0	           1	       7.952	     11.0362	   0.0546387	 -1.0843e+01	 -8.5643e+00	
         437	      i_soln	         435	         -99	         -99	         -99	       2.346	           4	   0.0503073	 -6.0252e+00	 -1.0000e+03	
         437	       react	         435	         -99	           0	           1	       2.346	     17.7614	   0.0566196	 -6.0412e+00	 -1.3722e+01	
         438	      i_soln	         436	         -99	         -99	         -99	       3.484	           4	   0.0488766	 -5.9744e+00	 -1.0000e+03	
         438	       react	         436	         -99	           0	           1	       3.484	     16.3975	   0.0553115	 -5.9909e+00	 -1.1399e+01	
         439	      i_soln	         437	         -99	         -99	         -99	       3.781	           4	   0.0497755	 -6.0475e+00	 -1.0000e+03	
         439	       react	         437	         -99	           0	           1	       3.781	     16.0411	   0.0562188	 -6.0638e+00	 -1.0845e+01	
         440	      i_soln	         438	         -99	         -99	         -99	       4.203	           4	   0.0477076	 -6.0177e+00	 -1.0000e+03	
         440	       react	         438	         -99	           0	           1	       4.203	      15.535	   0.0541558	 -6.0340e+00	 -9.9820e+00	
         441	      i_soln	         439	         -99	         -99	         -99	       4.366	           4	   0.0502137	 -6.0189e+00	 -1.0000e+03	
         441	       react	         439	         -99	           0	           1	       4.366	     15.3392	   0.0566629	 -6.0345e+00	 -9.6649e+00	
         442	      i_soln	         440	         -99	         -99	         -99	        4.71	           4	   0.0481871	 -6.0567e+00	 -1.0000e+03	
         442	       react	         440	         -99	           0	           1	        4.71	     14.9266	   0.0546381	 -6.0717e+00	 -9.0144e+00	
         443	      i_soln	         441	         -99	         -99	         -99	        5.06	           4	   0.0486862	 -6.1222e+00	 -1.0000e+03	
         443	       react	         441	         -99	           0	           1	        5.06	     14.5066	   0.0551381	 -6.1358e+00	 -8.3911e+00	
         444	      i_soln	         442	         -99	         -99	         -99	       5.102	           4	   0.0481798	 -6.1598e+00	 -1.0000e+03	
         444	       react	         442	         -99	           0	           1	       5.102	     14.4562	   0.0546318	 -6.1733e+00	 -8.3379e+00	
         445	      i_soln	         443	         -99	         -99	         -99	       5.174	           4	   0.0456646	 -6.1970e+00	 -1.0000e+03	
         445	       react	         443	         -99	           0	           1	       5.174	     14.3701	    0.052117	 -6.2107e+00	 -8.2330e+00	
         446	      i_soln	         444	         -99	         -99	         -99	       5.405	           4	   0.0501871	 -6.3417e+00	 -1.0000e+03	
         446	       react	         444	         -99	           0	           1	       5.405	     14.0924	   0.0566396	 -6.3543e+00	 -7.9191e+00	
         447	      i_soln	         445	         -99	         -99	         -99	        5.41	           4	   0.0527052	 -6.3539e+00	 -1.0000e+03	
         447	       react	         445	         -99	           0	           1	        5.41	     14.0861	   0.0591576	 -6.3662e+00	 -7.9288e+00	
         448	      i_soln	         446	         -99	         -99	         -99	        6.22	           4	   0.0521984	 -7.3182e+00	 -1.0000e+03	
         448	       react	         446	         -99	           0	           1	        6.22	     13.1142	   0.0586539	 -7.3752e+00	 -7.4201e+00	
         449	      i_soln	         447	         -99	         -99	         -99	        6.44	           4	   0.0506917	 -7.6771e+00	 -1.0000e+03	
         449	       react	         447	         -99	           0	           1	        6.44	     12.8504	   0.0571487	 -7.7793e+00	 -7.4553e+00	
         450	      i_soln	         448	         -99	         -99	         -99	       6.921	           4	    0.053204	 -8.4615e+00	 -1.0000e+03	
         450	       react	         448	         -99	           0	           1	       6.921	     12.2729	   0.0596646	 -8.7237e+00	 -7.6693e+00	
         451	      i_soln	         449	         -99	         -99	         -99	       7.273	           4	    0.052197	 -9.0673e+00	 -1.0000e+03	
         451	       react	         449	         -99	           0	           1	       7.273	     11.8506	   0.0586599	 -9.4725e+00	 -7.9571e+00	
         452	      i_soln	         450	         -99	         -99	         -99	       7.296	           4	    0.051193	 -9.0976e+00	 -1.0000e+03	
         452	       react	         450	         -99	           0	           1	       7.296	     11.8231	   0.0576561	 -9.5070e+00	 -7.9655e+00	
         453	      i_soln	         451	         -99	         -99	         -99	       7.709	           4	   0.0501843	 -9.7985e+00	 -1.0000e+03	
         453	       react	         451	         -99	           0	           1	       7.709	     11.3276	    0.056649	 -1.0341e+01	 -8.3255e+00	
         454	      i_soln	         452	         -99	         -99	         -99	       7.922	           4	   0.0481741	 -1.0171e+01	 -1.0000e+03	
         454	       react	         452	         -99	           0	           1	       7.922	     11.0722	   0.0546393	 -1.0765e+01	 -8.5203e+00	
         455	      i_soln	         453	         -99	         -99	         -99	       2.365	           4	   0.0532174	 -6.0366e+00	 -1.0000e+03	
         455	       react	         453	         -99	           0	           1	       2.365	     17.7384	   0.0595362	 -6.0520e+00	 -1.3691e+01	
         456	      i_soln	         454	         -99	         -99	         -99	       3.222	           4	   0.0510377	 -6.0529e+00	 -1.0000e+03	
         456	       react	         454	         -99	           0	           1	       3.222	     16.7116	   0.0574639	 -6.0690e+00	 -1.1976e+01	
         457	      i_soln	         455	         -99	         -99	         -99	       4.078	           4	   0.0487306	 -6.0669e+00	 -1.0000e+03	
         457	       react	         455	         -99	           0	           1	       4.078	     15.6849	   0.0551774	 -6.0831e+00	 -1.0296e+01	
         458	      i_soln	         456	         -99	         -99	         -99	       4.411	           4	   0.0502112	 -6.1020e+00	 -1.0000e+03	
         458	       react	         456	         -99	           0	           1	       4.411	     15.2852	   0.0566606	 -6.1174e+00	 -9.6600e+00	
         459	      i_soln	         457	         -99	         -99	         -99	       4.838	           4	   0.0501954	 -6.1423e+00	 -1.0000e+03	
         459	       react	         457	         -99	           0	           1	       4.838	     14.7728	   0.0566467	 -6.1565e+00	 -8.8446e+00	
         460	      i_soln	         458	         -99	         -99	         -99	       4.888	           4	   0.0511983	 -6.1535e+00	 -1.0000e+03	
         460	       react	         458	         -99	           0	           1	       4.888	     14.7127	   0.0576497	 -6.1674e+00	 -8.7503e+00	
         461	      i_soln	         459	         -99	         -99	         -99	       5.079	           4	   0.0506975	 -6.1951e+00	 -1.0000e+03	
         461	       react	         459	         -99	           0	           1	       5.079	     14.4836	   0.0571493	 -6.2084e+00	 -8.4261e+00	
         462	      i_soln	         460	         -99	         -99	         -99	       5.352	           4	   0.0522002	 -6.3332e+00	 -1.0000e+03	
         462	       react	         460	         -99	           0	           1	       5.352	     14.1558	   0.0586525	 -6.3456e+00	 -8.0161e+00	
         463	      i_soln	         461	         -99	         -99	         -99	       5.597	           4	   0.0471701	 -6.5158e+00	 -1.0000e+03	
         463	       react	         461	         -99	           0	           1	       5.597	     13.8623	   0.0536233	 -6.5301e+00	 -7.7272e+00	
         464	      i_soln	         462	         -99	         -99	         -99	        5.76	           4	   0.0527022	 -6.6864e+00	 -1.0000e+03	
         464	       react	         462	         -99	           0	           1	        5.76	     13.6662	   0.0591555	 -6.7041e+00	 -7.5895e+00	
         465	      i_soln	         463	         -99	         -99	         -99	       5.919	           4	    0.049686	 -6.8987e+00	 -1.0000e+03	
         465	       react	         463	         -99	           0	           1	       5.919	     13.4757	     0.05614	 -6.9245e+00	 -7.5172e+00	
         466	      i_soln	         464	         -99	         -99	         -99	        6.15	           4	   0.0511937	 -7.2341e+00	 -1.0000e+03	
         466	       react	         464	         -99	           0	           1	        6.15	     13.1983	   0.0576488	 -7.2826e+00	 -7.4529e+00	
         467	      i_soln	         465	         -99	         -99	         -99	       6.493	           4	   0.0506859	 -7.7593e+00	 -1.0000e+03	
         467	       react	         465	         -99	           0	           1	       6.493	     12.7868	   0.0571435	 -7.8768e+00	 -7.4568e+00	
         468	      i_soln	         466	         -99	         -99	         -99	       6.818	           4	   0.0456652	 -8.3020e+00	 -1.0000e+03	
         468	       react	         466	         -99	           0	           1	       6.818	     12.3973	   0.0521253	 -8.5284e+00	 -7.6203e+00	
         469	      i_soln	         467	         -99	         -99	         -99	       6.914	           4	   0.0521992	 -8.4674e+00	 -1.0000e+03	
         469	       react	         467	         -99	           0	           1	       6.914	     12.2814	   0.0586598	 -8.7337e+00	 -7.6871e+00	
         470	      i_soln	         468	         -99	         -99	         -99	       7.144	           4	   0.0501855	 -8.8477e+00	 -1.0000e+03	
         470	       react	         468	         -99	           0	           1	       7.144	     12.0056	   0.0566478	 -9.2036e+00	 -7.8482e+00	
         471	      i_soln	         469	         -99	         -99	         -99	       7.684	           4	   0.0496841	 -9.7568e+00	 -1.0000e+03	
         471	       react	         469	         -99	           0	           1	       7.684	     11.3577	   0.0561487	 -1.0293e+01	 -8.3046e+00	
         472	      i_soln	         470	         -99	         -99	         -99	       7.797	           4	   0.0522016	 -9.9633e+00	 -1.0000e+03	
         472	       react	         470	         -99	           0	           1	       7.797	     11.2218	   0.0586663	 -1.0533e+01	 -8.4233e+00	
         473	      i_soln	         471	         -99	         -99	         -99	       8.001	           4	   0.0516915	 -1.0337e+01	 -1.0000e+03	
