Reference,Set,SetID,Mineral,Mineral_formula,Mineral_source,Temp,Temp_SD,Electrolyte1,Electrolyte1_val,Electrolyte1_SD,Electrolyte1_units,Electrolyte2,Electrolyte2_val,Electrolyte2_SD,Electrolyte2_units,Electrolyte3,Electrolyte3_val,Electrolyte3_SD,Electrolyte3_units,Electrolyte4,Electrolyte4_val,Electrolyte4_SD,Electrolyte4_units,Electrolyte5,Electrolyte5_val,Electrolyte5_SD,Electrolyte5_units,Electrolyte6,Electrolyte6_val,Electrolyte6_SD,Electrolyte6_units,Electrolyte7,Electrolyte7_val,Electrolyte7_SD,Electrolyte7_units,pH,pH_SD,Sorbent,Sorbent_val,Sorbent_SD,Sorbent_units,Aq_val,Aq_SD,Aq_units,Sorbed_val,Sorbed_SD,Sorbed_units,SurfCharge_val,SurfCharge_SD,SurfCharge_units,Mineral_val,Mineral_SD,Mineral_units,MineralSA,MineralSA_SD,MineralSA_units,Mineralsites,Mineralsites_SD,Mineralsites_units,CEC,CEC_SD,CEC_units,Gas1,Gas1_val,Gas1_SD,Gas1_units,Gas2,Gas2_val,Gas2_SD,Gas2_units,Gas3,Gas3_val,Gas3_SD,Gas3_units
d01,d01_f5-6c,3,quartz,SiO2,Min-U-Sil 30,NA,NA,K(+1),0.1,0.005,mol/L,N(+5),0.1,0.005,mol/L,F(-1),1.00E-04,5.00E-06,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.319,0.1,U(+6),1.00E-06,5.00E-08,mol/L,9.63E-07,5.00E-08,mol/L,3.65E-08,5.00E-08,mol/L,NA,NA,NA,100,10,g/L,0.33,0.03,m2/g,2.31,0.231,sites/nm2,NA,NA,NA,N2(g),0.8,0.08,bar,O2(g),0.2,0.02,bar,CO2(g),0.0003707,3.71E-05,bar
d01,d01_f5-6c,4,quartz,SiO2,Min-U-Sil 30,NA,NA,K(+1),0.1,0.005,mol/L,N(+5),0.1,0.005,mol/L,F(-1),1.00E-04,5.00E-06,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8495,0.1,U(+6),1.00E-06,5.00E-08,mol/L,7.75E-07,5.00E-08,mol/L,2.25E-07,5.00E-08,mol/L,NA,NA,NA,100,10,g/L,0.33,0.03,m2/g,2.31,0.231,sites/nm2,NA,NA,NA,N2(g),0.8,0.08,bar,O2(g),0.2,0.02,bar,CO2(g),0.0003707,3.71E-05,bar
d01,d01_f5-6c,5,quartz,SiO2,Min-U-Sil 30,NA,NA,K(+1),0.1,0.005,mol/L,N(+5),0.1,0.005,mol/L,F(-1),1.00E-04,5.00E-06,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9116,0.1,U(+6),1.00E-06,5.00E-08,mol/L,6.92E-07,5.00E-08,mol/L,3.08E-07,5.00E-08,mol/L,NA,NA,NA,100,10,g/L,0.33,0.03,m2/g,2.31,0.231,sites/nm2,NA,NA,NA,N2(g),0.8,0.08,bar,O2(g),0.2,0.02,bar,CO2(g),0.0003707,3.71E-05,bar
d01,d01_f5-6c,6,quartz,SiO2,Min-U-Sil 30,NA,NA,K(+1),0.1,0.005,mol/L,N(+5),0.1,0.005,mol/L,F(-1),1.00E-04,5.00E-06,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1362,0.1,U(+6),1.00E-06,5.00E-08,mol/L,5.27E-07,5.00E-08,mol/L,4.73E-07,5.00E-08,mol/L,NA,NA,NA,100,10,g/L,0.33,0.03,m2/g,2.31,0.231,sites/nm2,NA,NA,NA,N2(g),0.8,0.08,bar,O2(g),0.2,0.02,bar,CO2(g),0.0003707,3.71E-05,bar
d01,d01_f5-6c,7,quartz,SiO2,Min-U-Sil 30,NA,NA,K(+1),0.1,0.005,mol/L,N(+5),0.1,0.005,mol/L,F(-1),1.00E-04,5.00E-06,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3369,0.1,U(+6),1.00E-06,5.00E-08,mol/L,3.37E-07,5.00E-08,mol/L,6.63E-07,5.00E-08,mol/L,NA,NA,NA,100,10,g/L,0.33,0.03,m2/g,2.31,0.231,sites/nm2,NA,NA,NA,N2(g),0.8,0.08,bar,O2(g),0.2,0.02,bar,CO2(g),0.0003707,3.71E-05,bar
d01,d01_f5-6c,8,quartz,SiO2,Min-U-Sil 30,NA,NA,K(+1),0.1,0.005,mol/L,N(+5),0.1,0.005,mol/L,F(-1),1.00E-04,5.00E-06,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6284,0.1,U(+6),1.00E-06,5.00E-08,mol/L,1.19E-07,5.00E-08,mol/L,8.81E-07,5.00E-08,mol/L,NA,NA,NA,100,10,g/L,0.33,0.03,m2/g,2.31,0.231,sites/nm2,NA,NA,NA,N2(g),0.8,0.08,bar,O2(g),0.2,0.02,bar,CO2(g),0.0003707,3.71E-05,bar
d01,d01_f5-6c,9,quartz,SiO2,Min-U-Sil 30,NA,NA,K(+1),0.1,0.005,mol/L,N(+5),0.1,0.005,mol/L,F(-1),1.00E-04,5.00E-06,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8721,0.1,U(+6),1.00E-06,5.00E-08,mol/L,5.19E-08,5.00E-08,mol/L,9.48E-07,5.00E-08,mol/L,NA,NA,NA,100,10,g/L,0.33,0.03,m2/g,2.31,0.231,sites/nm2,NA,NA,NA,N2(g),0.8,0.08,bar,O2(g),0.2,0.02,bar,CO2(g),0.0003707,3.71E-05,bar
d01,d01_f5-6c,10,quartz,SiO2,Min-U-Sil 30,NA,NA,K(+1),0.1,0.005,mol/L,N(+5),0.1,0.005,mol/L,F(-1),1.00E-04,5.00E-06,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1063,0.1,U(+6),1.00E-06,5.00E-08,mol/L,3.08E-08,5.00E-08,mol/L,9.69E-07,5.00E-08,mol/L,NA,NA,NA,100,10,g/L,0.33,0.03,m2/g,2.31,0.231,sites/nm2,NA,NA,NA,N2(g),0.8,0.08,bar,O2(g),0.2,0.02,bar,CO2(g),0.0003707,3.71E-05,bar
d01,d01_f5-6c,11,quartz,SiO2,Min-U-Sil 30,NA,NA,K(+1),0.1,0.005,mol/L,N(+5),0.1,0.005,mol/L,F(-1),1.00E-04,5.00E-06,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.0872,0.1,U(+6),1.00E-06,5.00E-08,mol/L,2.31E-08,5.00E-08,mol/L,9.77E-07,5.00E-08,mol/L,NA,NA,NA,100,10,g/L,0.33,0.03,m2/g,2.31,0.231,sites/nm2,NA,NA,NA,N2(g),0.8,0.08,bar,O2(g),0.2,0.02,bar,CO2(g),0.0003707,3.71E-05,bar
d01,d01_f5-6c,12,quartz,SiO2,Min-U-Sil 30,NA,NA,K(+1),0.1,0.005,mol/L,N(+5),0.1,0.005,mol/L,F(-1),1.00E-04,5.00E-06,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3214,0.1,U(+6),1.00E-06,5.00E-08,mol/L,1.54E-08,5.00E-08,mol/L,9.85E-07,5.00E-08,mol/L,NA,NA,NA,100,10,g/L,0.33,0.03,m2/g,2.31,0.231,sites/nm2,NA,NA,NA,N2(g),0.8,0.08,bar,O2(g),0.2,0.02,bar,CO2(g),0.0003707,3.71E-05,bar
d01,d01_f5-6d,1,quartz,SiO2,Min-U-Sil 30,NA,NA,K(+1),0.1,0.005,mol/L,N(+5),0.1,0.005,mol/L,F(-1),5.00E-04,2.50E-05,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4146,0.1,U(+6),1.00E-06,5.00E-08,mol/L,1.00E-06,5.00E-08,mol/L,-1.92E-09,5.00E-08,mol/L,NA,NA,NA,100,10,g/L,0.33,0.03,m2/g,2.31,0.231,sites/nm2,NA,NA,NA,N2(g),0.8,0.08,bar,O2(g),0.2,0.02,bar,CO2(g),0.0003707,3.71E-05,bar
d01,d01_f5-6d,2,quartz,SiO2,Min-U-Sil 30,NA,NA,K(+1),0.1,0.005,mol/L,N(+5),0.1,0.005,mol/L,F(-1),5.00E-04,2.50E-05,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0167,0.1,U(+6),1.00E-06,5.00E-08,mol/L,9.02E-07,5.00E-08,mol/L,9.81E-08,5.00E-08,mol/L,NA,NA,NA,100,10,g/L,0.33,0.03,m2/g,2.31,0.231,sites/nm2,NA,NA,NA,N2(g),0.8,0.08,bar,O2(g),0.2,0.02,bar,CO2(g),0.0003707,3.71E-05,bar
d01,d01_f5-6d,3,quartz,SiO2,Min-U-Sil 30,NA,NA,K(+1),0.1,0.005,mol/L,N(+5),0.1,0.005,mol/L,F(-1),5.00E-04,2.50E-05,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0789,0.1,U(+6),1.00E-06,5.00E-08,mol/L,8.65E-07,5.00E-08,mol/L,1.35E-07,5.00E-08,mol/L,NA,NA,NA,100,10,g/L,0.33,0.03,m2/g,2.31,0.231,sites/nm2,NA,NA,NA,N2(g),0.8,0.08,bar,O2(g),0.2,0.02,bar,CO2(g),0.0003707,3.71E-05,bar
d01,d01_f5-6d,4,quartz,SiO2,Min-U-Sil 30,NA,NA,K(+1),0.1,0.005,mol/L,N(+5),0.1,0.005,mol/L,F(-1),5.00E-04,2.50E-05,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3847,0.1,U(+6),1.00E-06,5.00E-08,mol/L,6.75E-07,5.00E-08,mol/L,3.25E-07,5.00E-08,mol/L,NA,NA,NA,100,10,g/L,0.33,0.03,m2/g,2.31,0.231,sites/nm2,NA,NA,NA,N2(g),0.8,0.08,bar,O2(g),0.2,0.02,bar,CO2(g),0.0003707,3.71E-05,bar
d01,d01_f5-6d,5,quartz,SiO2,Min-U-Sil 30,NA,NA,K(+1),0.1,0.005,mol/L,N(+5),0.1,0.005,mol/L,F(-1),5.00E-04,2.50E-05,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.638,0.1,U(+6),1.00E-06,5.00E-08,mol/L,4.38E-07,5.00E-08,mol/L,5.62E-07,5.00E-08,mol/L,NA,NA,NA,100,10,g/L,0.33,0.03,m2/g,2.31,0.231,sites/nm2,NA,NA,NA,N2(g),0.8,0.08,bar,O2(g),0.2,0.02,bar,CO2(g),0.0003707,3.71E-05,bar
d01,d01_f5-6d,6,quartz,SiO2,Min-U-Sil 30,NA,NA,K(+1),0.1,0.005,mol/L,N(+5),0.1,0.005,mol/L,F(-1),5.00E-04,2.50E-05,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8435,0.1,U(+6),1.00E-06,5.00E-08,mol/L,2.87E-07,5.00E-08,mol/L,7.13E-07,5.00E-08,mol/L,NA,NA,NA,100,10,g/L,0.33,0.03,m2/g,2.31,0.231,sites/nm2,NA,NA,NA,N2(g),0.8,0.08,bar,O2(g),0.2,0.02,bar,CO2(g),0.0003707,3.71E-05,bar
d01,d01_f5-6d,7,quartz,SiO2,Min-U-Sil 30,NA,NA,K(+1),0.1,0.005,mol/L,N(+5),0.1,0.005,mol/L,F(-1),5.00E-04,2.50E-05,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8674,0.1,U(+6),1.00E-06,5.00E-08,mol/L,2.12E-07,5.00E-08,mol/L,7.88E-07,5.00E-08,mol/L,NA,NA,NA,100,10,g/L,0.33,0.03,m2/g,2.31,0.231,sites/nm2,NA,NA,NA,N2(g),0.8,0.08,bar,O2(g),0.2,0.02,bar,CO2(g),0.0003707,3.71E-05,bar
d01,d01_f5-6d,8,quartz,SiO2,Min-U-Sil 30,NA,NA,K(+1),0.1,0.005,mol/L,N(+5),0.1,0.005,mol/L,F(-1),5.00E-04,2.50E-05,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.0155,0.1,U(+6),1.00E-06,5.00E-08,mol/L,1.63E-07,5.00E-08,mol/L,8.37E-07,5.00E-08,mol/L,NA,NA,NA,100,10,g/L,0.33,0.03,m2/g,2.31,0.231,sites/nm2,NA,NA,NA,N2(g),0.8,0.08,bar,O2(g),0.2,0.02,bar,CO2(g),0.0003707,3.71E-05,bar
d01,d01_f5-6d,9,quartz,SiO2,Min-U-Sil 30,NA,NA,K(+1),0.1,0.005,mol/L,N(+5),0.1,0.005,mol/L,F(-1),5.00E-04,2.50E-05,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9773,0.1,U(+6),1.00E-06,5.00E-08,mol/L,1.48E-07,5.00E-08,mol/L,8.52E-07,5.00E-08,mol/L,NA,NA,NA,100,10,g/L,0.33,0.03,m2/g,2.31,0.231,sites/nm2,NA,NA,NA,N2(g),0.8,0.08,bar,O2(g),0.2,0.02,bar,CO2(g),0.0003707,3.71E-05,bar
d01,d01_f5-6d,10,quartz,SiO2,Min-U-Sil 30,NA,NA,K(+1),0.1,0.005,mol/L,N(+5),0.1,0.005,mol/L,F(-1),5.00E-04,2.50E-05,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1828,0.1,U(+6),1.00E-06,5.00E-08,mol/L,8.27E-08,5.00E-08,mol/L,9.17E-07,5.00E-08,mol/L,NA,NA,NA,100,10,g/L,0.33,0.03,m2/g,2.31,0.231,sites/nm2,NA,NA,NA,N2(g),0.8,0.08,bar,O2(g),0.2,0.02,bar,CO2(g),0.0003707,3.71E-05,bar
d01,d01_f5-6e,1,quartz,SiO2,Min-U-Sil 30,NA,NA,Na(+1),0.01,5.00E-04,mol/L,N(+5),0.01,5.00E-04,mol/L,F(-1),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4444,0.1,U(+6),1.00E-06,5.00E-08,mol/L,1.00E-06,5.00E-08,mol/L,-1.92E-09,5.00E-08,mol/L,NA,NA,NA,100,10,g/L,0.33,0.03,m2/g,2.31,0.231,sites/nm2,NA,NA,NA,N2(g),0.8,0.08,bar,O2(g),0.2,0.02,bar,CO2(g),0.0003707,3.71E-05,bar
d01,d01_f5-6e,2,quartz,SiO2,Min-U-Sil 30,NA,NA,Na(+1),0.01,5.00E-04,mol/L,N(+5),0.01,5.00E-04,mol/L,F(-1),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7455,0.1,U(+6),1.00E-06,5.00E-08,mol/L,9.58E-07,5.00E-08,mol/L,4.23E-08,5.00E-08,mol/L,NA,NA,NA,100,10,g/L,0.33,0.03,m2/g,2.31,0.231,sites/nm2,NA,NA,NA,N2(g),0.8,0.08,bar,O2(g),0.2,0.02,bar,CO2(g),0.0003707,3.71E-05,bar
d01,d01_f5-6e,3,quartz,SiO2,Min-U-Sil 30,NA,NA,Na(+1),0.01,5.00E-04,mol/L,N(+5),0.01,5.00E-04,mol/L,F(-1),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1087,0.1,U(+6),1.00E-06,5.00E-08,mol/L,9.38E-07,5.00E-08,mol/L,6.15E-08,5.00E-08,mol/L,NA,NA,NA,100,10,g/L,0.33,0.03,m2/g,2.31,0.231,sites/nm2,NA,NA,NA,N2(g),0.8,0.08,bar,O2(g),0.2,0.02,bar,CO2(g),0.0003707,3.71E-05,bar
d01,d01_f5-6e,4,quartz,SiO2,Min-U-Sil 30,NA,NA,Na(+1),0.01,5.00E-04,mol/L,N(+5),0.01,5.00E-04,mol/L,F(-1),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0084,0.1,U(+6),1.00E-06,5.00E-08,mol/L,8.92E-07,5.00E-08,mol/L,1.08E-07,5.00E-08,mol/L,NA,NA,NA,100,10,g/L,0.33,0.03,m2/g,2.31,0.231,sites/nm2,NA,NA,NA,N2(g),0.8,0.08,bar,O2(g),0.2,0.02,bar,CO2(g),0.0003707,3.71E-05,bar
d01,d01_f5-6e,5,quartz,SiO2,Min-U-Sil 30,NA,NA,Na(+1),0.01,5.00E-04,mol/L,N(+5),0.01,5.00E-04,mol/L,F(-1),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1947,0.1,U(+6),1.00E-06,5.00E-08,mol/L,8.40E-07,5.00E-08,mol/L,1.60E-07,5.00E-08,mol/L,NA,NA,NA,100,10,g/L,0.33,0.03,m2/g,2.31,0.231,sites/nm2,NA,NA,NA,N2(g),0.8,0.08,bar,O2(g),0.2,0.02,bar,CO2(g),0.0003707,3.71E-05,bar
d01,d01_f5-6e,6,quartz,SiO2,Min-U-Sil 30,NA,NA,Na(+1),0.01,5.00E-04,mol/L,N(+5),0.01,5.00E-04,mol/L,F(-1),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3429,0.1,U(+6),1.00E-06,5.00E-08,mol/L,7.90E-07,5.00E-08,mol/L,2.10E-07,5.00E-08,mol/L,NA,NA,NA,100,10,g/L,0.33,0.03,m2/g,2.31,0.231,sites/nm2,NA,NA,NA,N2(g),0.8,0.08,bar,O2(g),0.2,0.02,bar,CO2(g),0.0003707,3.71E-05,bar
d01,d01_f5-6e,7,quartz,SiO2,Min-U-Sil 30,NA,NA,Na(+1),0.01,5.00E-04,mol/L,N(+5),0.01,5.00E-04,mol/L,F(-1),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4337,0.1,U(+6),1.00E-06,5.00E-08,mol/L,6.98E-07,5.00E-08,mol/L,3.02E-07,5.00E-08,mol/L,NA,NA,NA,100,10,g/L,0.33,0.03,m2/g,2.31,0.231,sites/nm2,NA,NA,NA,N2(g),0.8,0.08,bar,O2(g),0.2,0.02,bar,CO2(g),0.0003707,3.71E-05,bar
d01,d01_f5-6e,8,quartz,SiO2,Min-U-Sil 30,NA,NA,Na(+1),0.01,5.00E-04,mol/L,N(+5),0.01,5.00E-04,mol/L,F(-1),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7682,0.1,U(+6),1.00E-06,5.00E-08,mol/L,4.31E-07,5.00E-08,mol/L,5.69E-07,5.00E-08,mol/L,NA,NA,NA,100,10,g/L,0.33,0.03,m2/g,2.31,0.231,sites/nm2,NA,NA,NA,N2(g),0.8,0.08,bar,O2(g),0.2,0.02,bar,CO2(g),0.0003707,3.71E-05,bar
d01,d01_f5-6e,9,quartz,SiO2,Min-U-Sil 30,NA,NA,Na(+1),0.01,5.00E-04,mol/L,N(+5),0.01,5.00E-04,mol/L,F(-1),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7873,0.1,U(+6),1.00E-06,5.00E-08,mol/L,4.13E-07,5.00E-08,mol/L,5.87E-07,5.00E-08,mol/L,NA,NA,NA,100,10,g/L,0.33,0.03,m2/g,2.31,0.231,sites/nm2,NA,NA,NA,N2(g),0.8,0.08,bar,O2(g),0.2,0.02,bar,CO2(g),0.0003707,3.71E-05,bar
d01,d01_f5-6e,10,quartz,SiO2,Min-U-Sil 30,NA,NA,Na(+1),0.01,5.00E-04,mol/L,N(+5),0.01,5.00E-04,mol/L,F(-1),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0119,0.1,U(+6),1.00E-06,5.00E-08,mol/L,2.50E-07,5.00E-08,mol/L,7.50E-07,5.00E-08,mol/L,NA,NA,NA,100,10,g/L,0.33,0.03,m2/g,2.31,0.231,sites/nm2,NA,NA,NA,N2(g),0.8,0.08,bar,O2(g),0.2,0.02,bar,CO2(g),0.0003707,3.71E-05,bar
d01,d01_f5-6e,11,quartz,SiO2,Min-U-Sil 30,NA,NA,Na(+1),0.01,5.00E-04,mol/L,N(+5),0.01,5.00E-04,mol/L,F(-1),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.27,0.1,U(+6),1.00E-06,5.00E-08,mol/L,1.23E-07,5.00E-08,mol/L,8.77E-07,5.00E-08,mol/L,NA,NA,NA,100,10,g/L,0.33,0.03,m2/g,2.31,0.231,sites/nm2,NA,NA,NA,N2(g),0.8,0.08,bar,O2(g),0.2,0.02,bar,CO2(g),0.0003707,3.71E-05,bar
d01,d01_f5-6e,12,quartz,SiO2,Min-U-Sil 30,NA,NA,Na(+1),0.01,5.00E-04,mol/L,N(+5),0.01,5.00E-04,mol/L,F(-1),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.552,0.1,U(+6),1.00E-06,5.00E-08,mol/L,7.12E-08,5.00E-08,mol/L,9.29E-07,5.00E-08,mol/L,NA,NA,NA,100,10,g/L,0.33,0.03,m2/g,2.31,0.231,sites/nm2,NA,NA,NA,N2(g),0.8,0.08,bar,O2(g),0.2,0.02,bar,CO2(g),0.0003707,3.71E-05,bar
d01,d01_f5-6e,13,quartz,SiO2,Min-U-Sil 30,NA,NA,Na(+1),0.01,5.00E-04,mol/L,N(+5),0.01,5.00E-04,mol/L,F(-1),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6237,0.1,U(+6),1.00E-06,5.00E-08,mol/L,6.35E-08,5.00E-08,mol/L,9.37E-07,5.00E-08,mol/L,NA,NA,NA,100,10,g/L,0.33,0.03,m2/g,2.31,0.231,sites/nm2,NA,NA,NA,N2(g),0.8,0.08,bar,O2(g),0.2,0.02,bar,CO2(g),0.0003707,3.71E-05,bar
d01,d01_f5-6e,14,quartz,SiO2,Min-U-Sil 30,NA,NA,Na(+1),0.01,5.00E-04,mol/L,N(+5),0.01,5.00E-04,mol/L,F(-1),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7048,0.1,U(+6),1.00E-06,5.00E-08,mol/L,5.58E-08,5.00E-08,mol/L,9.44E-07,5.00E-08,mol/L,NA,NA,NA,100,10,g/L,0.33,0.03,m2/g,2.31,0.231,sites/nm2,NA,NA,NA,N2(g),0.8,0.08,bar,O2(g),0.2,0.02,bar,CO2(g),0.0003707,3.71E-05,bar
d01,d01_f5-6e,15,quartz,SiO2,Min-U-Sil 30,NA,NA,Na(+1),0.01,5.00E-04,mol/L,N(+5),0.01,5.00E-04,mol/L,F(-1),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9821,0.1,U(+6),1.00E-06,5.00E-08,mol/L,3.46E-08,5.00E-08,mol/L,9.65E-07,5.00E-08,mol/L,NA,NA,NA,100,10,g/L,0.33,0.03,m2/g,2.31,0.231,sites/nm2,NA,NA,NA,N2(g),0.8,0.08,bar,O2(g),0.2,0.02,bar,CO2(g),0.0003707,3.71E-05,bar
d01,d01_f5-6e,16,quartz,SiO2,Min-U-Sil 30,NA,NA,Na(+1),0.01,5.00E-04,mol/L,N(+5),0.01,5.00E-04,mol/L,F(-1),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.374,0.1,U(+6),1.00E-06,5.00E-08,mol/L,2.88E-08,5.00E-08,mol/L,9.71E-07,5.00E-08,mol/L,NA,NA,NA,100,10,g/L,0.33,0.03,m2/g,2.31,0.231,sites/nm2,NA,NA,NA,N2(g),0.8,0.08,bar,O2(g),0.2,0.02,bar,CO2(g),0.0003707,3.71E-05,bar
d01,d01_f5-6f,1,quartz,SiO2,Min-U-Sil 30,NA,NA,Na(+1),0.01,5.00E-04,mol/L,N(+5),0.01,5.00E-04,mol/L,F(-1),5.00E-04,2.50E-05,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1314,0.1,U(+6),1.00E-06,5.00E-08,mol/L,9.00E-07,5.00E-08,mol/L,1.00E-07,5.00E-08,mol/L,NA,NA,NA,100,10,g/L,0.33,0.03,m2/g,2.31,0.231,sites/nm2,NA,NA,NA,N2(g),0.8,0.08,bar,O2(g),0.2,0.02,bar,CO2(g),0.0003707,3.71E-05,bar
d01,d01_f5-6f,2,quartz,SiO2,Min-U-Sil 30,NA,NA,Na(+1),0.01,5.00E-04,mol/L,N(+5),0.01,5.00E-04,mol/L,F(-1),5.00E-04,2.50E-05,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3321,0.1,U(+6),1.00E-06,5.00E-08,mol/L,7.87E-07,5.00E-08,mol/L,2.13E-07,5.00E-08,mol/L,NA,NA,NA,100,10,g/L,0.33,0.03,m2/g,2.31,0.231,sites/nm2,NA,NA,NA,N2(g),0.8,0.08,bar,O2(g),0.2,0.02,bar,CO2(g),0.0003707,3.71E-05,bar
d01,d01_f5-6f,3,quartz,SiO2,Min-U-Sil 30,NA,NA,Na(+1),0.01,5.00E-04,mol/L,N(+5),0.01,5.00E-04,mol/L,F(-1),5.00E-04,2.50E-05,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.724,0.1,U(+6),1.00E-06,5.00E-08,mol/L,4.37E-07,5.00E-08,mol/L,5.63E-07,5.00E-08,mol/L,NA,NA,NA,100,10,g/L,0.33,0.03,m2/g,2.31,0.231,sites/nm2,NA,NA,NA,N2(g),0.8,0.08,bar,O2(g),0.2,0.02,bar,CO2(g),0.0003707,3.71E-05,bar
d01,d01_f5-6f,4,quartz,SiO2,Min-U-Sil 30,NA,NA,Na(+1),0.01,5.00E-04,mol/L,N(+5),0.01,5.00E-04,mol/L,F(-1),5.00E-04,2.50E-05,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8053,0.1,U(+6),1.00E-06,5.00E-08,mol/L,3.71E-07,5.00E-08,mol/L,6.29E-07,5.00E-08,mol/L,NA,NA,NA,100,10,g/L,0.33,0.03,m2/g,2.31,0.231,sites/nm2,NA,NA,NA,N2(g),0.8,0.08,bar,O2(g),0.2,0.02,bar,CO2(g),0.0003707,3.71E-05,bar
d01,d01_f5-6f,5,quartz,SiO2,Min-U-Sil 30,NA,NA,Na(+1),0.01,5.00E-04,mol/L,N(+5),0.01,5.00E-04,mol/L,F(-1),5.00E-04,2.50E-05,mol/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8961,0.1,U(+6),1.00E-06,5.00E-08,mol/L,2.88E-07,5.00E-08,mol/L,7.12E-07,5.00E-08,mol/L,NA,NA,NA,100,10,g/L,0.33,0.03,m2/g,2.31,0.231,sites/nm2,NA,NA,NA,N2(g),0.8,0.08,bar,O2(g),0.2,0.02,bar,CO2(g),0.0003707,3.71E-05,bar
